age,weekly_hrs,educ,fam_income,num_in_house,num_child,sex,marital,race,state,citizen,worker_class,industry,occupation,faminc_50,ismarried
17,60,34,7,11,0,1,6,1,36,1,6,1,18,0,0
64,20,35,16,2,0,1,1,1,18,1,6,6,21,1,1
55,40,36,2,2,0,1,1,1,23,1,6,47,20,0,1
58,18,36,9,2,0,1,4,1,37,1,6,22,14,0,0
17,15,36,15,5,0,1,6,1,27,1,6,1,18,1,0
26,15,37,11,7,0,1,6,1,6,1,6,38,20,0,0
29,25,37,12,3,0,1,6,1,50,1,6,47,20,1,0
18,40,38,14,4,0,1,6,1,56,1,6,1,18,1,0
22,40,39,11,5,3,2,1,1,32,1,6,38,20,0,1
38,40,39,15,4,1,1,1,1,56,1,6,43,1,1,1
52,40,39,14,4,0,2,1,1,36,1,6,22,16,1,1
53,20,39,11,4,2,2,1,1,26,1,6,4,17,0,1
59,40,39,15,3,0,2,1,1,26,1,6,4,17,1,1
59,20,39,16,2,0,2,1,1,46,1,6,4,19,1,1
62,35,39,8,2,0,1,1,1,22,1,6,1,18,0,1
63,20,39,14,2,0,1,1,1,17,1,6,13,22,1,1
65,20,39,11,2,0,2,1,1,53,1,6,4,17,0,1
19,16,39,15,3,0,1,6,1,48,1,6,47,21,1,0
24,20,39,14,3,0,1,6,1,5,1,6,48,16,1,0
42,60,40,15,3,0,2,1,1,56,1,6,4,2,1,1
56,30,40,12,2,0,1,1,1,55,1,6,21,9,1,1
64,20,40,11,2,0,2,1,1,50,1,6,47,17,0,1
70,20,40,15,2,0,2,1,1,49,1,6,6,17,1,1
75,40,40,11,2,0,2,1,1,42,1,6,34,14,0,1
28,40,40,14,4,0,2,2,1,37,1,6,38,14,1,1
32,30,40,15,3,0,1,4,1,4,1,6,22,21,1,0
34,40,41,11,5,3,2,1,1,12,1,6,38,17,0,1
48,40,41,16,4,1,2,1,1,53,1,6,22,16,1,1
34,40,43,13,3,1,2,1,1,46,1,6,43,1,1,1
51,40,43,12,5,1,2,1,1,2,1,6,2,13,1,1
66,20,43,14,2,0,2,1,1,5,1,6,1,13,1,1
57,15,44,16,4,1,2,1,1,10,1,6,42,17,1,1
22,40,34,16,6,0,1,6,2,48,4,6,11,21,1,0
22,40,34,16,6,0,1,6,2,48,4,6,11,21,1,0
22,40,34,16,6,0,1,6,2,48,4,6,11,21,1,0
32,10,39,12,2,0,2,1,1,17,4,6,4,17,1,1
65,25,40,10,2,0,2,1,1,39,4,6,36,17,0,1
31,60,39,12,6,4,2,1,2,15,5,6,1,16,1,1
48,40,34,13,4,1,1,1,1,6,5,6,38,20,1,1
28,40,39,3,4,0,1,1,6,15,1,5,47,20,0,1
32,40,42,11,4,0,1,6,6,15,1,5,16,21,0,0
41,40,31,3,3,0,1,4,6,42,1,5,46,13,0,0
51,8,42,12,3,1,1,1,6,15,1,5,38,14,1,1
25,45,39,9,1,0,1,6,6,40,1,5,40,9,0,0
33,45,43,14,4,2,1,1,6,6,1,5,38,1,1,1
28,35,43,8,2,0,2,4,6,48,1,5,44,15,0,0
53,40,43,12,1,0,2,5,6,6,1,5,42,10,1,0
51,30,37,15,2,0,2,1,6,23,1,5,47,17,1,1
35,70,37,12,1,0,1,6,6,47,1,5,23,22,1,0
47,20,39,9,2,0,2,1,6,28,1,5,46,13,0,1
53,30,39,11,2,0,1,1,6,47,1,5,38,1,0,1
54,40,39,12,5,1,1,1,6,2,1,5,2,18,1,1
74,14,39,8,2,0,1,1,6,9,1,5,1,1,0,1
32,30,39,10,3,0,1,3,6,40,1,5,48,15,0,0
40,49,39,12,5,1,2,4,6,33,1,5,38,14,1,0
19,20,39,9,5,0,2,6,6,13,1,5,46,13,0,0
62,55,39,7,1,0,1,6,6,50,1,5,47,21,0,0
29,50,40,8,3,1,1,1,6,53,1,5,1,15,0,1
43,36,40,9,5,2,1,1,6,13,1,5,23,22,0,1
54,32,40,14,3,0,1,1,6,6,1,5,4,19,1,1
50,1,40,7,1,0,1,4,6,46,1,5,4,20,0,0
58,30,41,16,2,0,2,1,6,41,1,5,22,9,1,1
56,99,42,7,5,1,2,4,6,12,1,5,42,15,0,0
35,30,43,7,4,2,1,1,6,41,1,5,23,22,0,1
40,15,43,15,3,1,1,1,6,5,1,5,34,1,1,1
54,2,43,15,3,0,2,1,6,41,1,5,42,16,1,1
55,50,43,16,2,0,1,1,6,15,1,5,36,1,1,1
85,40,43,14,2,0,1,5,6,51,1,5,32,2,1,0
34,30,43,12,2,0,2,1,6,51,1,5,43,15,1,1
42,40,43,14,2,0,1,1,6,6,1,5,4,19,1,1
29,40,39,11,3,1,1,1,5,15,1,5,4,19,0,1
63,40,39,9,4,2,2,1,5,15,1,5,34,16,0,1
56,40,39,16,3,0,1,6,5,15,1,5,38,14,1,0
42,60,40,15,7,0,1,1,5,15,1,5,46,1,1,1
47,40,40,16,6,2,1,1,5,49,1,5,46,1,1,1
29,15,43,15,2,0,2,1,5,15,1,5,44,15,1,1
64,4,43,15,6,0,2,1,5,15,1,5,1,1,1,1
32,40,44,12,2,0,1,1,5,15,1,5,44,9,1,1
37,40,35,10,6,0,2,6,4,15,1,5,4,19,0,0
34,40,37,6,4,2,1,1,4,6,1,5,47,16,0,1
43,40,39,16,2,0,1,1,4,8,1,5,22,16,1,1
58,55,39,10,3,0,1,1,4,6,1,5,4,19,0,1
58,28,39,15,2,0,2,1,4,34,1,5,47,21,1,1
30,49,39,16,3,0,1,6,4,15,1,5,33,16,1,0
29,30,40,14,4,0,1,1,4,15,1,5,23,22,1,1
52,40,40,14,2,0,2,1,4,48,1,5,46,1,1,1
55,50,40,9,4,2,1,1,4,53,1,5,46,1,0,1
58,40,40,6,2,0,2,1,4,48,1,5,36,1,0,1
41,72,40,15,2,0,2,2,4,2,1,5,42,1,1,1
24,30,40,16,5,0,1,6,4,15,1,5,36,9,1,0
24,40,40,14,3,0,1,6,4,36,1,5,48,15,1,0
20,20,41,16,5,0,1,6,4,15,1,5,38,14,1,0
40,50,42,7,4,2,2,4,4,6,1,5,43,8,0,0
26,50,43,12,2,0,2,1,4,1,1,5,46,1,1,1
41,50,43,16,5,0,1,1,4,34,1,5,21,1,1,1
53,40,43,15,5,0,1,1,4,6,1,5,38,2,1,1
55,40,43,16,3,0,2,1,4,48,1,5,36,1,1,1
67,20,43,15,2,0,1,1,4,6,1,5,48,16,1,1
73,45,43,16,5,0,2,1,4,34,1,5,21,17,1,1
38,25,43,1,2,0,1,6,4,6,1,5,44,9,0,0
38,40,43,6,2,0,1,6,4,55,1,5,38,12,0,0
41,45,43,9,1,0,1,6,4,11,1,5,44,9,0,0
41,40,43,9,2,0,1,6,4,15,1,5,39,22,0,0
28,50,44,12,2,0,1,1,4,1,1,5,46,1,1,1
44,45,44,16,4,2,2,1,4,6,1,5,42,10,1,1
57,40,44,1,4,0,1,1,4,15,1,5,42,16,0,1
64,60,45,16,1,0,1,4,4,15,1,5,36,7,1,0
65,40,45,12,12,0,2,4,4,6,1,5,42,15,1,0
41,70,34,15,3,0,1,1,3,56,1,5,23,22,1,1
24,35,39,12,2,0,1,1,3,40,1,5,4,19,1,1
30,70,39,12,8,3,1,1,3,2,1,5,2,18,1,1
35,40,39,11,4,2,1,1,3,35,1,5,4,1,0,1
44,30,39,9,4,1,1,1,3,35,1,5,5,21,0,1
51,40,39,16,2,0,2,1,3,1,1,5,23,22,1,1
54,50,39,16,3,0,1,1,3,47,1,5,4,19,1,1
64,20,39,3,2,0,1,1,3,40,1,5,38,14,0,1
43,30,39,8,3,0,1,4,3,48,1,5,47,21,0,0
55,40,39,12,2,0,1,4,3,40,1,5,4,19,1,0
22,40,39,11,4,0,1,6,3,40,1,5,38,14,0,0
45,25,39,15,6,0,1,6,3,2,1,5,38,14,1,0
55,20,39,1,1,0,1,6,3,53,1,5,1,1,0,0
43,55,40,16,4,2,2,1,3,6,1,5,33,16,1,1
45,40,40,9,1,0,2,4,3,40,1,5,48,15,0,0
30,60,40,14,3,2,1,6,3,2,1,5,4,19,1,0
34,6,41,16,5,3,2,1,3,38,1,5,22,16,1,1
54,12,42,11,2,0,2,4,3,35,1,5,5,21,0,0
34,0,43,10,5,3,2,1,3,40,1,5,44,9,0,1
60,85,43,14,2,0,1,1,3,29,1,5,1,1,1,1
37,35,43,14,2,1,2,4,3,2,1,5,36,1,1,0
27,30,43,11,2,0,1,6,3,40,1,5,38,14,0,0
51,24,35,7,2,0,2,1,2,1,1,5,45,1,0,1
15,7,35,14,4,0,1,6,2,34,1,5,47,22,1,0
15,6,35,9,2,0,1,6,2,47,1,5,4,19,0,0
47,24,35,9,1,0,2,6,2,6,1,5,42,15,0,0
43,15,36,9,8,5,1,1,2,22,1,5,38,14,0,1
57,60,36,14,2,0,1,1,2,5,1,5,23,22,1,1
57,40,36,15,7,3,1,1,2,48,1,5,4,19,1,1
32,40,36,1,1,0,2,6,2,5,1,5,43,15,0,0
34,40,36,5,4,2,1,6,2,28,1,5,4,19,0,0
53,40,36,5,1,0,1,6,2,6,1,5,43,1,0,0
57,8,36,11,1,0,1,6,2,12,1,5,4,19,0,0
51,40,37,14,3,1,1,1,2,10,1,5,38,14,1,1
27,50,37,10,2,0,1,6,2,28,1,5,23,22,0,0
35,40,37,4,2,0,1,6,2,45,1,5,1,1,0,0
38,35,37,4,4,2,1,6,2,36,1,5,4,19,0,0
40,20,37,7,4,0,2,6,2,28,1,5,43,15,0,0
58,40,38,6,4,0,2,1,2,22,1,5,43,15,0,1
28,20,38,14,2,0,1,6,2,12,1,5,4,19,1,0
59,8,38,1,3,0,1,6,2,54,1,5,38,14,0,0
28,40,39,13,5,3,1,1,2,45,1,5,4,1,1,1
30,30,39,2,4,2,1,1,2,39,1,5,4,19,0,1
34,40,39,11,5,3,1,1,2,31,1,5,46,13,0,1
37,60,39,16,6,4,1,1,2,18,1,5,23,22,1,1
43,40,39,12,5,2,1,1,2,22,1,5,6,21,1,1
51,40,39,11,3,1,1,1,2,12,1,5,47,16,0,1
52,48,39,12,3,0,2,1,2,39,1,5,43,15,1,1
53,60,39,12,2,0,2,1,2,10,1,5,43,15,1,1
54,30,39,14,2,0,2,1,2,5,1,5,23,1,1,1
55,40,39,1,2,0,1,1,2,40,1,5,22,13,0,1
55,50,39,13,2,0,1,1,2,48,1,5,1,1,1,1
56,40,39,7,2,0,2,1,2,17,1,5,43,15,0,1
56,15,39,11,3,0,1,1,2,37,1,5,38,14,0,1
57,40,39,1,6,3,1,1,2,12,1,5,47,21,0,1
59,20,39,8,2,0,1,1,2,42,1,5,23,17,0,1
59,50,39,14,2,0,1,1,2,48,1,5,23,22,1,1
65,40,39,15,2,0,1,1,2,29,1,5,4,19,1,1
71,0,39,10,2,0,1,1,2,1,1,5,1,1,0,1
50,40,39,3,2,0,2,2,2,28,1,5,22,16,0,1
60,5,39,8,2,0,1,3,2,28,1,5,4,19,0,0
29,45,39,8,5,3,2,4,2,26,1,5,22,16,0,0
41,60,39,10,2,1,1,4,2,10,1,5,36,1,0,0
52,35,39,2,2,0,1,4,2,26,1,5,34,1,0,0
60,50,39,13,4,0,1,4,2,28,1,5,47,16,1,0
69,40,39,10,1,0,1,4,2,1,1,5,46,14,0,0
70,40,39,6,2,0,1,4,2,11,1,5,48,15,0,0
16,5,39,9,9,0,2,6,2,41,1,5,36,9,0,0
21,40,39,2,4,0,2,6,2,12,1,5,46,16,0,0
21,40,39,13,2,0,1,6,2,28,1,5,44,9,1,0
25,20,39,1,1,0,1,6,2,40,1,5,38,14,0,0
25,40,39,8,6,0,1,6,2,45,1,5,10,20,0,0
25,40,39,14,4,0,2,6,2,48,1,5,38,16,1,0
27,40,39,12,3,0,2,6,2,47,1,5,43,15,1,0
29,40,39,5,1,0,2,6,2,45,1,5,38,14,0,0
30,40,39,8,1,0,2,6,2,45,1,5,38,14,0,0
31,40,39,13,1,0,2,6,2,45,1,5,38,14,1,0
32,30,39,4,2,0,1,6,2,1,1,5,38,14,0,0
33,50,39,12,2,0,2,6,2,54,1,5,44,9,1,0
35,21,39,12,3,0,1,6,2,17,1,5,44,15,1,0
40,40,39,3,2,0,2,6,2,37,1,5,48,15,0,0
40,40,39,8,2,0,2,6,2,51,1,5,22,16,0,0
42,40,39,3,2,0,2,6,2,1,1,5,48,15,0,0
48,40,39,14,3,1,1,6,2,42,1,5,37,2,1,0
50,40,39,5,2,0,1,6,2,48,1,5,38,14,0,0
52,4,39,1,1,0,1,6,2,40,1,5,4,19,0,0
52,5,39,11,1,0,1,6,2,40,1,5,47,22,0,0
54,40,39,12,4,1,1,6,2,11,1,5,47,22,1,0
55,40,39,10,1,0,2,6,2,17,1,5,43,15,0,0
58,10,39,2,1,0,1,6,2,11,1,5,38,14,0,0
69,50,39,6,1,0,1,6,2,11,1,5,23,22,0,0
85,40,39,4,1,0,2,6,2,45,1,5,38,14,0,0
38,40,40,9,9,7,1,1,2,41,1,5,32,2,0,1
41,30,40,1,5,3,1,1,2,28,1,5,4,19,0,1
44,40,40,14,4,2,1,1,2,1,1,5,35,1,1,1
49,40,40,14,4,2,1,1,2,13,1,5,4,1,1,1
51,40,40,16,4,0,1,1,2,6,1,5,4,19,1,1
51,58,40,16,2,0,2,1,2,11,1,5,43,15,1,1
51,6,40,7,4,2,1,1,2,22,1,5,4,19,0,1
58,40,40,14,2,0,1,1,2,39,1,5,23,22,1,1
60,6,40,9,2,0,2,1,2,47,1,5,22,16,0,1
61,40,40,12,2,0,2,1,2,17,1,5,36,3,1,1
45,40,40,8,1,0,1,2,2,45,1,5,48,15,0,1
67,4,40,12,1,0,2,3,2,44,1,5,44,9,1,0
41,40,40,10,1,0,1,4,2,47,1,5,22,16,0,0
55,40,40,13,2,0,1,4,2,11,1,5,23,22,1,0
48,35,40,9,2,0,2,5,2,36,1,5,43,15,0,0
49,40,40,12,2,0,1,5,2,48,1,5,48,15,1,0
51,40,40,11,1,0,2,5,2,11,1,5,42,15,0,0
19,5,40,3,1,0,2,6,2,17,1,5,22,16,0,0
31,40,40,6,3,1,1,6,2,37,1,5,21,22,0,0
32,40,40,9,4,3,2,6,2,35,1,5,42,11,0,0
34,60,40,11,4,2,2,6,2,11,1,5,33,16,0,0
35,40,40,15,4,2,1,6,2,13,1,5,38,1,1,0
35,20,40,1,1,0,1,6,2,31,1,5,47,20,0,0
50,40,40,8,1,0,1,6,2,22,1,5,34,20,0,0
55,40,40,13,1,0,1,6,2,22,1,5,48,15,1,0
60,60,40,12,3,0,2,6,2,9,1,5,43,15,1,0
61,12,40,9,1,0,1,6,2,1,1,5,47,21,0,0
41,45,41,14,2,0,1,1,2,13,1,5,48,15,1,1
49,72,41,12,2,0,2,1,2,22,1,5,43,15,1,1
52,50,41,16,3,1,1,1,2,10,1,5,8,9,1,1
71,25,41,12,3,0,1,1,2,45,1,5,4,20,1,1
80,60,41,14,2,0,2,1,2,2,1,5,43,15,1,1
23,40,41,15,2,0,2,6,2,26,1,5,42,11,1,0
29,40,41,6,2,1,1,6,2,5,1,5,48,15,0,0
42,20,41,3,1,0,1,6,2,17,1,5,36,1,0,0
52,40,41,7,1,0,1,6,2,36,1,5,44,9,0,0
22,60,42,14,4,2,2,1,2,13,1,5,47,20,1,1
32,60,42,13,8,4,2,1,2,37,1,5,43,15,1,1
36,40,42,8,3,1,1,1,2,22,1,5,36,9,0,1
60,45,42,14,6,1,1,1,2,6,1,5,34,16,1,1
78,20,42,2,2,0,2,3,2,28,1,5,48,15,0,0
44,40,42,11,5,0,2,4,2,28,1,5,38,16,0,0
20,5,42,13,3,0,2,6,2,18,1,5,22,16,1,0
34,40,42,13,2,0,1,6,2,12,1,5,36,3,1,0
35,40,42,6,5,4,2,6,2,48,1,5,22,16,0,0
62,25,42,10,2,0,1,6,2,22,1,5,47,22,0,0
34,40,43,12,2,0,1,1,2,28,1,5,48,15,1,1
35,12,43,14,6,4,2,1,2,48,1,5,22,16,1,1
38,50,43,15,4,2,2,1,2,1,1,5,36,2,1,1
38,40,43,9,3,1,1,1,2,48,1,5,22,16,0,1
40,30,43,16,3,1,2,1,2,10,1,5,22,1,1,1
53,40,43,13,2,0,2,1,2,48,1,5,36,16,1,1
57,40,43,15,3,1,1,1,2,34,1,5,46,1,1,1
59,40,43,14,3,0,2,1,2,55,1,5,36,2,1,1
68,15,43,13,2,0,1,1,2,16,1,5,36,1,1,1
72,20,43,14,2,0,1,1,2,51,1,5,34,16,1,1
39,30,43,15,2,0,1,2,2,11,1,5,44,9,1,1
38,60,43,15,1,0,1,4,2,10,1,5,34,16,1,0
43,65,43,15,2,1,1,4,2,6,1,5,22,16,1,0
48,85,43,15,3,0,2,4,2,17,1,5,43,15,1,0
52,8,43,2,1,0,2,4,2,22,1,5,23,22,0,0
55,40,43,14,1,0,2,4,2,26,1,5,36,2,1,0
34,40,43,13,5,0,1,6,2,6,1,5,44,9,1,0
34,30,43,8,2,0,1,6,2,39,1,5,47,20,0,0
58,40,43,14,1,0,1,6,2,45,1,5,38,14,1,0
56,13,44,16,4,1,1,1,2,53,1,5,36,2,1,1
68,60,44,15,3,0,1,1,2,11,1,5,4,1,1,1
35,40,44,9,1,0,2,6,2,28,1,5,48,15,0,0
42,30,44,16,4,0,2,6,2,11,1,5,36,9,1,0
58,60,45,15,2,0,1,1,2,6,1,5,42,10,1,1
61,60,45,13,2,0,2,1,2,28,1,5,36,7,1,1
65,40,45,16,2,0,1,1,2,28,1,5,36,7,1,1
69,40,46,12,2,0,2,1,2,40,1,5,42,10,1,1
53,50,46,16,1,0,1,4,2,22,1,5,42,10,1,0
74,10,46,11,2,0,1,4,2,42,1,5,22,2,0,0
35,45,32,11,4,0,1,6,1,38,1,5,1,1,0,0
33,40,33,11,5,3,1,1,1,8,1,5,4,19,0,1
79,0,33,15,3,0,2,1,1,5,1,5,1,1,1,1
34,45,33,11,4,0,1,6,1,38,1,5,1,1,0,0
26,30,34,12,2,0,2,1,1,42,1,5,38,14,1,1
27,80,34,9,6,4,2,1,1,39,1,5,1,1,0,1
27,40,34,12,2,0,1,1,1,42,1,5,22,20,1,1
31,40,34,14,6,4,2,1,1,29,1,5,1,1,1,1
31,80,34,9,6,4,1,1,1,39,1,5,1,1,0,1
33,99,34,13,6,4,1,1,1,2,1,5,2,18,1,1
33,80,34,1,6,4,1,1,1,55,1,5,1,1,0,1
33,80,34,1,6,4,2,1,1,55,1,5,1,1,0,1
34,70,34,10,7,5,1,1,1,18,1,5,1,1,0,1
34,50,34,12,7,5,1,1,1,21,1,5,47,20,1,1
35,40,34,16,4,2,1,1,1,40,1,5,1,1,1,1
37,60,34,7,11,9,1,1,1,36,1,5,1,1,0,1
37,70,34,12,8,6,1,1,1,38,1,5,4,1,1,1
38,40,34,9,6,4,1,1,1,17,1,5,6,1,0,1
39,60,34,7,11,9,2,1,1,36,1,5,1,1,0,1
40,40,34,8,12,8,1,1,1,21,1,5,4,19,0,1
41,45,34,9,10,8,1,1,1,55,1,5,4,19,0,1
42,40,34,16,4,0,2,1,1,48,1,5,4,17,1,1
44,6,34,9,3,0,1,1,1,1,1,5,38,14,0,1
46,25,34,10,7,5,1,1,1,21,1,5,1,1,0,1
54,40,34,11,2,0,1,1,1,54,1,5,22,16,0,1
55,45,34,11,6,2,1,1,1,39,1,5,4,1,0,1
55,6,34,8,3,0,2,1,1,42,1,5,1,1,0,1
57,18,34,15,5,1,2,1,1,42,1,5,22,16,1,1
60,40,34,5,2,0,1,1,1,47,1,5,47,20,0,1
61,20,34,6,3,0,2,1,1,1,1,5,4,1,0,1
61,35,34,8,3,0,1,1,1,42,1,5,1,1,0,1
64,40,34,8,2,0,1,1,1,10,1,5,1,1,0,1
71,20,34,8,2,0,2,1,1,46,1,5,38,14,0,1
72,20,34,14,3,0,2,1,1,42,1,5,1,1,1,1
74,50,34,14,3,0,1,1,1,42,1,5,1,1,1,1
80,50,34,13,2,0,2,1,1,56,1,5,1,1,1,1
67,25,34,9,3,0,1,3,1,54,1,5,1,1,0,0
73,45,34,4,1,0,1,3,1,1,1,5,1,1,0,0
77,30,34,6,1,0,1,3,1,21,1,5,1,1,0,0
37,5,34,11,3,0,1,4,1,28,1,5,4,19,0,0
63,40,34,6,2,0,1,4,1,12,1,5,22,16,0,0
69,30,34,6,1,0,1,4,1,51,1,5,4,19,0,0
40,40,34,6,8,2,2,5,1,48,1,5,46,16,0,0
15,20,34,7,5,0,1,6,1,22,1,5,38,14,0,0
15,20,34,12,4,0,1,6,1,44,1,5,38,14,1,0
15,20,34,16,5,0,2,6,1,48,1,5,38,14,1,0
17,35,34,9,10,0,1,6,1,55,1,5,4,19,0,0
18,8,34,11,6,0,2,6,1,39,1,5,38,14,0,0
39,20,34,15,4,0,1,6,1,17,1,5,4,19,1,0
44,20,34,15,4,0,1,6,1,17,1,5,4,19,1,0
39,50,35,14,3,1,1,1,1,50,1,5,21,16,1,1
44,35,35,15,3,1,1,1,1,48,1,5,38,14,1,1
47,70,35,9,2,0,1,1,1,37,1,5,47,22,0,1
56,40,35,15,2,0,1,1,1,40,1,5,4,1,1,1
63,50,35,13,2,0,1,1,1,22,1,5,22,16,1,1
64,40,35,8,2,0,2,1,1,12,1,5,4,19,0,1
67,40,35,13,4,2,1,1,1,18,1,5,38,14,1,1
69,48,35,7,2,0,1,1,1,37,1,5,47,20,0,1
70,40,35,15,2,0,2,1,1,19,1,5,43,15,1,1
79,35,35,13,2,0,1,1,1,41,1,5,1,1,1,1
38,20,35,11,2,0,1,2,1,35,1,5,4,19,0,1
45,30,35,1,1,0,1,4,1,28,1,5,4,19,0,0
15,4,35,14,5,0,2,6,1,13,1,5,48,15,1,0
15,2,35,15,5,0,2,6,1,34,1,5,48,15,1,0
15,10,35,16,4,0,1,6,1,46,1,5,38,14,1,0
15,15,35,14,6,0,2,6,1,49,1,5,40,8,1,0
16,2,35,16,5,0,1,6,1,42,1,5,38,14,1,0
33,40,35,14,3,0,1,6,1,42,1,5,1,1,1,0
36,15,35,2,3,2,2,6,1,48,1,5,38,14,0,0
54,20,35,11,3,1,1,6,1,17,1,5,22,16,0,0
73,70,35,1,1,0,1,6,1,46,1,5,1,1,0,0
16,35,36,14,4,1,2,1,1,6,1,5,36,9,1,1
25,30,36,9,4,2,2,1,1,56,1,5,36,16,0,1
27,20,36,7,4,2,1,1,1,12,1,5,2,18,0,1
33,40,36,13,6,4,1,1,1,40,1,5,3,19,1,1
35,40,36,10,7,4,1,1,1,46,1,5,4,19,0,1
35,35,36,11,3,0,1,1,1,50,1,5,4,19,0,1
37,40,36,12,4,2,1,1,1,36,1,5,4,19,1,1
40,40,36,14,3,1,1,1,1,33,1,5,4,19,1,1
40,40,36,11,2,0,1,1,1,48,1,5,4,19,0,1
45,40,36,15,3,1,1,1,1,13,1,5,4,19,1,1
49,40,36,7,2,0,1,1,1,21,1,5,44,1,0,1
49,15,36,3,3,1,2,1,1,27,1,5,43,15,0,1
55,60,36,7,2,0,1,1,1,5,1,5,1,1,0,1
55,40,36,7,3,0,1,1,1,13,1,5,38,14,0,1
56,40,36,11,2,0,1,1,1,22,1,5,21,22,0,1
60,40,36,14,2,0,1,1,1,47,1,5,4,19,1,1
61,50,36,1,4,0,1,1,1,22,1,5,21,16,0,1
63,60,36,8,2,0,1,1,1,30,1,5,23,22,0,1
69,60,36,1,3,0,2,1,1,27,1,5,1,1,0,1
71,10,36,14,2,0,2,1,1,12,1,5,34,1,1,1
72,12,36,9,4,0,1,1,1,54,1,5,4,19,0,1
73,60,36,15,4,0,1,1,1,17,1,5,4,1,1,1
75,30,36,8,2,0,2,1,1,10,1,5,36,9,0,1
79,25,36,13,2,0,2,1,1,30,1,5,13,21,1,1
80,40,36,15,2,0,1,1,1,13,1,5,1,1,1,1
63,26,36,1,1,0,1,2,1,6,1,5,23,22,0,1
79,20,36,7,1,0,2,3,1,46,1,5,34,1,0,0
30,38,36,7,1,0,2,4,1,40,1,5,43,15,0,0
34,4,36,1,3,0,1,4,1,21,1,5,38,14,0,0
42,40,36,10,1,0,1,4,1,35,1,5,4,19,0,0
56,40,36,6,2,0,2,4,1,6,1,5,38,14,0,0
15,4,36,16,5,0,1,6,1,8,1,5,44,15,1,0
16,40,36,16,4,0,2,6,1,11,1,5,44,9,1,0
16,2,36,12,4,0,1,6,1,18,1,5,38,14,1,0
16,4,36,11,4,0,2,6,1,23,1,5,2,18,0,0
16,0,36,14,3,0,2,6,1,24,1,5,48,15,1,0
16,10,36,15,4,0,1,6,1,36,1,5,40,8,1,0
16,5,36,15,5,0,1,6,1,39,1,5,38,14,1,0
16,7,36,14,6,0,1,6,1,46,1,5,1,18,1,0
17,15,36,15,3,0,2,6,1,31,1,5,43,15,1,0
21,20,36,13,6,0,1,6,1,56,1,5,38,14,1,0
28,35,36,13,3,0,1,6,1,17,1,5,4,1,1,0
30,40,36,2,2,1,2,6,1,36,1,5,43,15,0,0
32,40,36,10,7,4,1,6,1,6,1,5,23,22,0,0
32,1,36,6,2,0,2,6,1,28,1,5,44,9,0,0
38,40,36,11,4,1,1,6,1,23,1,5,2,18,0,0
39,60,36,16,3,1,1,6,1,24,1,5,4,1,1,0
51,40,36,14,5,0,1,6,1,47,1,5,4,1,1,0
59,20,36,4,1,0,1,6,1,12,1,5,4,19,0,0
60,15,36,8,2,0,1,6,1,18,1,5,1,1,0,0
25,30,37,13,4,2,1,1,1,6,1,5,4,19,1,1
37,35,37,7,4,2,1,1,1,23,1,5,4,19,0,1
40,40,37,10,4,0,2,1,1,6,1,5,42,15,0,1
44,40,37,5,4,2,1,1,1,1,1,5,4,19,0,1
45,36,37,15,3,1,1,1,1,21,1,5,23,22,1,1
46,40,37,9,2,0,1,1,1,45,1,5,4,19,0,1
51,60,37,13,3,0,1,1,1,8,1,5,47,21,1,1
54,36,37,11,3,0,1,1,1,37,1,5,4,19,0,1
55,40,37,9,4,0,1,1,1,35,1,5,38,14,0,1
56,40,37,12,3,0,2,1,1,2,1,5,22,16,1,1
58,40,37,14,2,0,1,1,1,33,1,5,10,21,1,1
61,50,37,14,2,0,1,1,1,54,1,5,4,19,1,1
63,40,37,14,2,0,2,1,1,21,1,5,22,16,1,1
66,20,37,13,2,0,1,1,1,12,1,5,44,9,1,1
67,80,37,14,2,0,1,1,1,18,1,5,1,1,1,1
69,5,37,15,2,0,2,1,1,35,1,5,1,17,1,1
71,55,37,14,2,0,2,1,1,20,1,5,1,1,1,1
80,10,37,15,3,0,1,1,1,5,1,5,1,1,1,1
80,35,37,12,2,0,1,1,1,37,1,5,4,19,1,1
54,60,37,11,1,0,1,2,1,48,1,5,23,22,0,1
77,60,37,10,1,0,2,3,1,30,1,5,1,1,0,0
30,30,37,10,2,1,1,4,1,40,1,5,4,20,0,0
39,40,37,11,3,0,1,4,1,50,1,5,4,19,0,0
48,40,37,5,1,0,1,4,1,5,1,5,4,19,0,0
58,36,37,9,5,0,2,4,1,20,1,5,42,11,0,0
64,40,37,6,2,0,1,4,1,40,1,5,4,19,0,0
69,20,37,7,1,0,2,4,1,27,1,5,38,14,0,0
45,35,37,4,3,0,1,5,1,56,1,5,38,22,0,0
53,60,37,4,1,0,2,5,1,1,1,5,42,11,0,0
17,16,37,16,5,0,2,6,1,20,1,5,43,15,1,0
17,20,37,15,3,0,1,6,1,30,1,5,38,14,1,0
17,20,37,15,3,0,1,6,1,30,1,5,38,14,1,0
17,3,37,11,5,0,1,6,1,49,1,5,38,14,0,0
17,30,37,15,3,0,2,6,1,55,1,5,43,15,1,0
18,10,37,1,2,0,1,6,1,38,1,5,38,14,0,0
20,10,37,12,3,0,1,6,1,6,1,5,4,1,1,0
20,30,37,10,5,0,1,6,1,27,1,5,4,19,0,0
22,24,37,1,1,0,1,6,1,26,1,5,4,19,0,0
22,35,37,6,6,0,1,6,1,35,1,5,4,19,0,0
