PRTAGE,PESEX,GESTFIPS,PRCITSHP,PTDTRACE,PEMARITL,HRNUMHOU,PRNMCHLD,PEEDUCA,PRCOW1,PRDTIND1,PRDTOCC1,PRHRUSL,HEFAMINC
50,1,16,5,1,1,5,2,35,3,51,22,6,14
27,1,6,1,1,6,4,0,39,3,51,12,6,15
35,2,6,1,2,6,2,1,39,2,51,15,6,9
29,1,51,1,1,6,2,0,39,3,51,21,6,12
57,1,53,1,1,6,5,0,39,3,51,12,6,14
56,2,6,1,1,5,2,0,39,2,51,2,6,15
85,1,6,1,1,4,2,0,39,2,51,1,6,13
30,1,48,1,1,4,5,3,39,1,51,20,6,15
44,1,54,1,1,3,1,0,39,3,51,12,6,11
48,1,25,1,1,2,3,0,39,3,51,12,6,6
51,1,1,1,1,1,5,1,39,3,51,12,6,14
36,1,6,1,1,1,4,2,39,3,51,12,6,16
60,1,6,1,1,1,2,0,39,1,51,17,6,16
28,1,12,1,1,1,2,0,39,3,51,12,6,14
34,1,16,1,1,1,2,0,39,3,51,12,6,14
64,1,16,1,1,1,2,0,39,3,51,12,6,15
26,1,18,1,1,1,3,1,39,2,51,12,6,8
29,2,35,1,3,1,4,2,39,3,51,16,6,14
41,2,41,1,1,1,9,2,39,2,51,15,6,11
59,1,41,1,1,1,2,0,39,3,51,12,6,15
56,1,48,1,1,1,2,0,39,3,51,12,6,13
29,1,49,1,1,1,8,1,39,1,51,21,6,15
50,2,51,1,1,1,5,0,39,1,51,3,6,14
57,1,53,1,1,1,2,0,39,3,51,12,6,14
56,1,56,1,1,1,2,0,39,3,51,12,6,15
31,1,4,1,1,6,2,0,40,1,51,12,6,15
23,1,5,1,1,6,1,0,40,3,51,10,6,11
45,1,15,1,5,6,5,0,40,3,51,12,6,15
31,1,35,1,1,6,1,0,40,1,51,12,6,15
20,1,35,1,1,6,1,0,40,3,51,12,6,12
27,2,38,1,3,6,2,0,40,1,51,12,6,2
56,1,55,1,1,6,1,0,40,3,51,1,6,12
57,1,1,1,1,4,1,0,40,3,51,12,6,14
32,1,5,1,1,4,1,0,40,3,51,12,6,10
51,1,5,1,1,4,1,0,40,3,51,12,6,11
55,2,16,1,1,4,2,0,40,3,51,17,6,11
46,1,17,1,1,4,2,1,40,3,51,12,6,14
49,1,25,1,1,4,1,0,40,3,51,1,6,15
41,1,6,1,1,1,4,2,40,2,51,12,6,15
60,1,8,1,1,1,2,0,40,3,51,12,6,15
51,1,11,1,2,1,2,0,40,1,51,1,6,16
56,1,12,1,1,1,2,0,40,3,51,12,6,11
53,1,15,1,5,1,6,0,40,3,51,12,6,15
44,1,16,3,1,1,4,2,40,3,51,10,6,15
60,2,21,1,1,1,2,0,40,2,51,1,6,15
57,1,24,1,1,1,4,1,40,3,51,12,6,16
27,1,33,1,1,1,2,0,40,3,51,12,6,15
41,1,36,4,1,1,4,1,40,1,51,12,6,13
53,1,38,1,3,1,3,0,40,2,51,11,6,9
52,1,39,1,1,1,2,0,40,3,51,17,6,13
56,2,42,1,1,1,5,0,40,3,51,12,6,15
54,1,42,1,1,1,3,1,40,3,51,12,6,16
37,1,54,1,1,1,5,3,40,2,51,12,6,14
41,1,54,1,2,1,4,1,40,3,51,12,6,12
57,2,41,1,1,6,2,0,41,1,51,15,6,13
37,1,20,1,2,5,1,0,41,1,51,17,6,12
48,1,45,1,2,5,1,0,41,2,51,22,6,14
36,1,54,1,1,4,1,0,41,3,51,12,6,11
65,2,6,5,1,1,2,0,41,3,51,15,6,4
52,1,12,4,1,1,4,0,41,3,51,12,6,14
36,1,16,1,1,1,5,3,41,3,51,12,6,13
47,1,17,1,1,1,4,2,41,3,51,1,6,13
46,1,45,1,1,1,5,3,41,3,51,12,6,13
36,1,53,1,1,1,3,1,41,3,51,12,6,15
26,1,46,1,1,6,4,0,42,2,51,12,6,14
35,2,56,1,1,6,1,0,42,3,51,12,6,9
48,1,1,1,1,1,5,3,42,3,51,12,6,14
35,1,1,1,1,1,5,3,42,3,51,12,6,15
39,1,1,1,1,1,6,4,42,3,51,12,6,14
37,1,2,1,1,1,4,2,42,1,51,4,6,16
32,1,2,1,1,1,7,5,42,3,51,12,6,7
31,1,4,1,1,1,3,1,42,1,51,12,6,13
39,1,6,1,1,1,4,1,42,1,51,12,6,13
39,1,6,1,1,1,5,2,42,1,51,12,6,13
32,1,12,1,1,1,2,0,42,3,51,12,6,10
32,1,12,1,1,1,3,1,42,3,51,12,6,14
64,2,12,1,1,1,4,0,42,3,51,17,6,11
66,1,12,1,1,1,4,0,42,3,51,17,6,11
34,1,12,1,1,1,4,2,42,3,51,12,6,13
44,1,17,1,1,1,4,2,42,3,51,12,6,12
42,1,18,1,1,1,4,2,42,2,51,12,6,16
34,1,18,1,1,1,5,3,42,3,51,12,6,14
59,1,23,1,7,1,2,0,42,3,51,12,6,15
35,1,24,1,1,1,2,0,42,3,51,12,6,14
46,1,28,1,2,1,4,1,42,3,51,12,6,15
46,1,29,1,1,1,4,1,42,1,51,2,6,14
51,2,35,1,3,1,2,0,42,3,51,1,6,13
40,1,42,1,1,1,4,2,42,3,51,12,6,13
40,1,48,1,1,1,4,1,42,3,51,12,6,2
51,1,51,1,1,1,2,0,42,3,51,12,6,15
35,1,55,1,1,1,4,2,42,3,51,12,6,15
43,1,56,1,1,1,5,3,42,3,51,12,6,14
43,1,56,1,1,1,3,1,42,3,51,12,6,16
27,2,2,1,1,6,2,0,43,2,51,10,6,13
31,1,6,1,1,6,2,0,43,3,51,12,6,14
26,2,6,1,1,6,2,0,43,3,51,12,6,14
49,2,11,1,1,6,1,0,43,1,51,1,6,15
42,1,11,1,1,6,3,0,43,1,51,1,6,15
30,1,11,1,1,6,5,0,43,1,51,5,6,13
24,2,11,1,1,6,2,0,43,1,51,5,6,14
29,1,11,1,1,6,1,0,43,1,51,6,6,14
64,2,12,1,1,6,1,0,43,3,51,12,6,13
36,2,12,1,1,6,1,0,43,2,51,17,6,12
26,2,17,1,2,6,1,0,43,2,51,12,6,13
32,1,19,1,1,6,1,0,43,1,51,2,6,10
50,2,27,1,1,6,1,0,43,1,51,2,6,14
58,2,34,1,1,6,1,0,43,2,51,3,6,15
32,1,34,1,1,6,2,0,43,1,51,12,6,14
29,1,42,1,1,6,2,0,43,3,51,4,6,4
26,1,49,1,1,6,3,0,43,3,51,12,6,15
54,2,53,1,2,6,1,0,43,1,51,12,6,15
50,1,4,1,1,5,2,0,43,1,51,12,6,15
40,2,8,1,1,5,1,0,43,3,51,1,6,15
32,1,37,1,1,5,1,0,43,3,51,12,6,9
48,1,8,1,1,4,2,1,43,3,51,12,6,15
52,1,12,1,1,4,1,0,43,3,51,12,6,12
80,1,22,1,1,4,1,0,43,1,51,12,6,13
48,2,31,1,1,4,2,0,43,2,51,15,6,11
61,2,38,1,1,4,1,0,43,3,51,17,6,13
46,2,48,5,1,4,2,0,43,2,51,1,6,8
41,2,48,1,1,4,3,1,43,1,51,17,6,15
59,1,25,1,1,3,1,0,43,3,51,12,6,15
43,2,4,1,2,2,1,0,43,2,51,12,6,14
53,2,12,1,2,2,1,0,43,2,51,1,6,12
36,2,15,1,1,2,1,0,43,1,51,17,6,10
55,1,1,1,1,1,5,3,43,1,51,1,6,15
51,1,2,1,1,1,6,1,43,2,51,20,6,15
37,1,4,1,1,1,3,1,43,3,51,12,6,14
38,1,4,1,1,1,3,1,43,1,51,12,6,15
29,1,5,1,1,1,3,1,43,3,51,12,6,11
44,2,5,1,1,1,4,2,43,2,51,1,6,15
61,1,6,1,2,1,3,0,43,3,51,1,6,16
38,2,6,1,1,1,4,2,43,3,51,12,6,16
41,2,6,1,4,1,5,3,43,3,51,1,6,16
43,1,6,1,1,1,5,3,43,2,51,12,6,15
50,1,6,1,1,1,5,3,43,2,51,12,6,15
53,2,8,1,1,1,4,1,43,2,51,1,6,14
37,1,11,1,1,1,3,1,43,3,51,1,6,15
36,1,11,1,1,1,2,0,43,1,51,1,6,16
55,2,11,1,1,1,2,0,43,1,51,1,6,16
43,1,13,1,2,1,5,3,43,2,51,12,6,12
44,1,13,1,1,1,5,2,43,3,51,12,6,15
33,1,17,1,1,1,2,0,43,3,51,12,6,15
41,1,21,1,1,1,4,2,43,1,51,1,6,16
39,1,21,1,1,1,5,3,43,1,51,12,6,7
53,2,21,1,1,1,2,0,43,2,51,17,6,15
67,1,22,1,2,1,3,0,43,3,51,1,6,15
52,1,24,4,1,1,5,3,43,1,51,1,6,15
43,1,25,1,2,1,4,1,43,3,51,12,6,16
60,1,28,1,1,1,5,0,43,3,51,12,6,13
28,1,30,1,1,1,3,1,43,1,51,12,6,9
49,1,34,1,1,1,4,2,43,2,51,4,6,15
33,1,38,1,1,1,2,0,43,3,51,12,6,14
49,1,41,1,1,1,5,3,43,1,51,16,6,13
41,1,41,1,1,1,3,1,43,3,51,12,6,11
56,1,42,1,1,1,5,0,43,3,51,12,6,15
38,1,42,1,1,1,5,3,43,1,51,1,6,16
54,1,42,1,1,1,5,2,43,1,51,12,6,13
29,1,45,4,2,1,4,2,43,2,51,12,6,14
37,1,46,1,1,1,3,1,43,2,51,12,6,15
45,2,48,1,1,1,4,2,43,1,51,2,6,16
53,1,48,1,1,1,2,0,43,1,51,17,6,14
39,2,50,1,1,1,4,2,43,1,51,1,6,15
49,1,51,1,1,1,4,1,43,1,51,1,6,16
39,1,51,1,1,1,6,4,43,1,51,1,6,15
41,2,53,1,1,1,2,0,43,3,51,12,6,2
42,2,55,1,1,1,4,2,43,3,51,12,6,15
44,1,55,1,1,1,4,2,43,3,51,12,6,15
28,1,11,1,1,6,2,0,44,1,51,7,6,15
27,1,11,1,1,6,1,0,44,1,51,2,6,12
30,1,11,1,1,6,1,0,44,1,51,1,6,15
36,1,11,1,1,6,2,0,44,1,51,17,6,15
28,2,22,1,1,6,2,0,44,3,51,1,6,13
34,1,28,1,1,6,1,0,44,1,51,2,6,14
43,1,34,1,1,6,1,0,44,1,51,12,6,15
49,1,8,1,1,4,1,0,44,1,51,12,6,15
49,2,9,1,1,4,2,0,44,2,51,1,6,16
63,1,12,1,2,4,1,0,44,3,51,1,6,15
45,1,25,1,1,4,1,0,44,3,51,3,6,15
41,1,48,5,1,4,1,0,44,1,51,1,6,11
33,1,51,1,1,4,2,0,44,1,51,1,6,15
64,2,51,1,1,4,1,0,44,2,51,6,6,13
41,2,11,5,1,3,1,0,44,1,51,1,6,16
52,1,6,1,1,1,4,2,44,3,51,1,6,15
43,1,6,1,1,1,5,3,44,2,51,2,6,15
45,1,6,1,1,1,4,2,44,3,51,1,6,15
49,1,8,1,1,1,4,1,44,3,51,1,6,15
69,1,11,1,1,1,2,0,44,1,51,17,6,16
55,1,11,5,4,1,4,0,44,1,51,1,6,16
52,2,11,5,4,1,4,0,44,1,51,1,6,16
30,2,11,5,1,1,2,0,44,1,51,5,6,16
40,1,11,1,1,1,4,2,44,1,51,1,6,16
31,2,11,1,8,1,2,0,44,1,51,17,6,15
43,1,11,5,1,1,4,2,44,1,51,2,6,16
45,1,12,1,1,1,2,0,44,1,51,17,6,11
55,1,13,1,2,1,3,0,44,3,51,12,6,14
48,1,15,1,1,1,3,0,44,1,51,3,6,15
60,1,16,1,1,1,2,0,44,2,51,1,6,13
36,1,19,1,1,1,4,2,44,2,51,12,6,14
49,1,20,1,1,1,4,1,44,2,51,5,6,15
51,1,24,5,1,1,2,0,44,1,51,12,6,16
42,1,32,1,1,1,2,0,44,3,51,10,6,15
27,2,33,1,1,1,2,0,44,3,51,12,6,15
57,2,40,1,1,1,2,0,44,2,51,8,6,14
37,2,46,1,1,1,3,1,44,2,51,12,6,15
46,2,47,4,1,1,4,2,44,2,51,7,6,16
45,1,48,1,9,1,5,3,44,1,51,2,6,15
63,1,51,1,1,1,2,0,44,3,51,1,6,16
43,1,51,4,1,1,4,2,44,1,51,1,6,16
54,1,51,1,1,1,6,1,44,1,51,4,6,16
59,1,51,4,1,1,3,0,44,1,51,4,6,15
44,1,51,1,1,1,4,2,44,1,51,1,6,16
41,1,51,1,1,1,3,1,44,1,51,12,6,15
35,2,53,1,1,1,5,0,44,1,51,1,6,16
50,1,53,1,1,1,3,0,44,1,51,4,6,16
53,1,55,1,1,1,4,2,44,3,51,12,6,16
51,1,11,1,1,6,1,0,45,1,51,1,6,16
31,2,11,1,1,6,2,0,45,1,51,7,6,16
31,1,51,1,4,6,2,0,45,1,51,10,6,16
50,1,6,1,2,1,4,0,45,3,51,1,6,16
61,1,6,1,1,1,2,0,45,2,51,7,6,16
49,2,6,4,4,1,4,0,45,1,51,1,6,16
33,1,11,1,1,1,2,0,45,1,51,7,6,16
35,2,11,1,4,1,3,1,45,1,51,1,6,16
53,2,11,1,1,1,4,2,45,1,51,7,6,16
32,2,11,1,1,1,2,0,45,1,51,7,6,15
49,1,11,1,1,1,4,2,45,1,51,7,6,16
34,1,11,4,4,1,3,1,45,1,51,7,6,16
63,2,17,1,1,1,2,0,45,3,51,7,6,16
59,2,22,1,1,1,2,0,45,2,51,7,6,16
33,1,26,1,1,1,5,3,45,2,51,7,6,15
60,1,28,1,1,1,3,0,45,2,51,7,6,14
43,1,39,1,2,1,3,1,45,3,51,1,6,16
33,1,40,1,1,1,2,0,45,3,51,7,6,15
41,1,51,1,1,1,4,2,45,1,51,7,6,16
50,1,55,1,1,1,4,2,45,1,51,7,6,15
52,1,51,1,1,3,3,1,46,1,51,1,6,10
46,1,11,5,1,1,4,1,46,1,51,1,6,16
37,1,11,1,1,1,6,2,46,1,51,1,6,16
61,1,33,1,1,1,3,0,46,1,51,7,6,16
45,1,36,1,1,1,3,1,46,2,51,12,6,15
58,1,37,1,1,1,4,1,46,2,51,7,6,16
66,1,48,1,1,1,4,2,46,3,51,7,6,15
59,1,56,1,1,1,3,1,46,3,51,7,6,12
49,2,37,4,4,2,5,1,32,4,48,15,6,10
41,1,17,5,1,1,5,3,32,4,47,20,6,12
42,2,12,4,4,1,4,2,33,4,48,15,6,8
55,1,37,4,1,1,2,0,33,4,49,6,6,7
45,1,48,5,1,1,5,2,33,5,47,16,6,9
45,2,48,5,1,1,5,2,33,4,47,16,6,9
34,1,21,1,1,1,7,5,34,5,47,20,6,12
33,2,18,1,1,6,3,0,35,4,48,16,6,7
47,1,37,1,1,1,2,0,35,5,47,22,6,9
43,1,26,1,1,6,3,0,36,4,47,20,6,13
19,1,28,1,1,6,2,0,36,4,47,21,6,10
44,1,26,4,1,1,6,2,36,4,47,20,6,12
39,1,47,1,1,1,5,3,36,4,47,20,6,11
27,1,31,1,1,6,3,0,37,4,47,20,6,8
32,2,48,5,1,6,4,3,37,4,48,16,6,7
43,2,49,5,4,4,6,1,37,4,48,15,6,14
51,1,8,1,1,1,3,0,37,5,47,21,6,13
54,1,18,1,1,1,2,0,37,4,47,1,6,15
37,1,9,2,1,6,4,2,38,4,47,22,6,10
43,1,17,1,1,6,6,0,38,4,47,21,6,13
38,2,24,4,4,6,3,1,38,4,48,15,6,7
20,1,26,1,1,6,6,0,38,4,47,20,6,13
47,2,40,5,4,4,3,2,38,5,48,15,6,9
45,1,49,1,1,4,4,0,38,4,47,20,6,9
49,1,16,1,1,1,2,0,38,4,47,16,6,13
22,2,17,4,4,1,3,1,38,4,48,15,6,9
41,2,36,1,1,1,4,2,38,4,50,14,6,11
20,2,1,1,4,6,4,0,39,4,48,15,6,15
62,1,12,1,1,6,2,0,39,5,47,20,6,13
39,1,13,1,1,6,1,0,39,4,47,20,6,13
23,1,28,1,1,6,2,0,39,5,47,22,6,13
34,1,28,1,2,6,1,0,39,4,47,16,6,7
34,1,35,1,1,6,4,0,39,4,48,14,6,16
63,1,36,1,1,6,2,0,39,5,47,16,6,15
24,1,37,1,1,6,1,0,39,4,47,20,6,10
18,1,38,1,1,6,3,0,39,4,47,21,6,13
42,1,38,1,1,6,1,0,39,4,47,20,6,14
23,1,38,1,1,6,1,0,39,4,47,22,6,2
22,1,45,1,1,6,3,0,39,5,48,15,6,14
25,1,45,1,2,6,3,0,39,4,48,15,6,14
28,1,48,1,1,6,3,1,39,4,48,15,6,11
42,2,48,4,4,6,3,0,39,5,48,15,6,11
62,1,50,1,7,6,1,0,39,5,47,21,6,7
29,1,51,4,1,6,3,0,39,4,48,16,6,16
50,1,54,1,2,6,1,0,39,4,47,22,6,8
26,1,55,1,1,6,2,0,39,4,47,20,6,5
33,1,56,1,1,6,2,0,39,4,48,22,6,13
57,2,1,1,1,4,2,0,39,4,50,15,6,3
61,1,6,5,5,4,7,0,39,4,47,22,6,16
43,1,18,1,1,4,1,0,39,4,48,15,6,12
60,1,28,1,2,4,4,0,39,5,47,16,6,13
34,1,34,4,1,4,7,0,39,5,48,15,6,11
37,1,35,1,1,4,1,0,39,5,47,20,6,6
46,2,36,4,1,4,3,1,39,4,48,15,6,3
48,1,39,1,2,4,1,0,39,4,49,20,6,9
59,1,39,1,1,4,2,0,39,5,47,20,6,14
42,1,54,1,1,4,6,1,39,5,47,20,6,3
58,2,56,1,1,4,2,0,39,5,48,15,6,14
50,2,13,1,7,3,1,0,39,4,47,17,6,9
66,2,17,4,1,3,1,0,39,4,50,15,6,12
69,1,25,1,1,3,1,0,39,5,47,20,6,14
69,2,34,1,1,3,2,0,39,4,50,15,6,14
46,1,1,5,4,1,4,0,39,5,48,14,6,15
38,2,1,5,4,1,4,0,39,4,48,15,6,15
47,1,6,1,1,1,3,1,39,4,47,1,6,16
45,2,9,4,4,1,4,1,39,4,48,15,6,14
38,1,13,1,1,1,3,1,39,4,48,15,6,12
38,1,13,4,1,1,4,2,39,5,48,22,6,5
42,2,13,5,1,1,3,0,39,4,49,6,6,9
30,1,13,1,1,1,7,1,39,4,47,21,6,15
59,1,17,1,1,1,3,1,39,4,47,16,6,16
60,1,17,1,1,1,2,0,39,4,47,20,6,15
35,1,17,1,1,1,4,2,39,4,48,15,6,15
52,2,17,1,1,1,2,0,39,4,48,21,6,15
48,1,18,1,1,1,5,3,39,4,47,20,6,14
23,1,19,1,2,1,3,0,39,4,47,20,6,9
60,1,19,1,1,1,2,0,39,5,47,20,6,12
36,2,22,4,4,1,7,3,39,4,48,15,6,12
71,2,22,1,1,1,3,0,39,4,49,1,6,16
61,2,22,1,2,1,2,0,39,4,48,17,6,13
36,1,23,1,1,1,2,0,39,4,47,20,6,14
44,1,23,1,1,1,4,1,39,4,47,1,6,15
35,1,23,1,1,1,3,1,39,4,48,22,6,14
50,1,24,1,1,1,5,3,39,4,47,20,6,15
43,1,25,5,1,1,7,3,39,5,47,16,6,13
38,1,26,1,1,1,3,1,39,5,48,15,6,13
52,1,27,1,1,1,2,0,39,4,47,16,6,14
40,1,30,1,1,1,3,1,39,4,47,16,6,10
40,1,30,1,1,1,3,1,39,4,47,21,6,13
45,1,30,1,1,1,2,0,39,4,47,21,6,11
27,2,31,1,1,1,4,2,39,4,48,21,6,13
41,1,34,1,1,1,6,4,39,4,47,16,6,14
36,1,34,4,1,1,7,4,39,5,48,15,6,11
34,2,34,5,4,1,4,2,39,4,48,15,6,11
49,2,34,4,4,1,3,1,39,4,48,15,6,11
59,1,34,4,4,1,3,1,39,4,48,15,6,11
53,1,35,1,1,1,3,1,39,4,48,1,6,15
55,1,36,3,4,1,2,0,39,4,48,15,6,14
59,1,36,1,1,1,2,0,39,4,49,2,6,15
53,1,37,1,4,1,5,2,39,4,48,15,6,10
43,2,37,1,4,1,5,2,39,4,48,15,6,10
43,1,37,4,5,1,2,0,39,4,47,20,6,12
58,1,37,1,1,1,3,0,39,4,47,20,6,11
27,1,38,1,1,1,4,2,39,4,49,22,6,10
41,1,38,1,1,1,6,4,39,4,47,20,6,14
57,1,38,1,1,1,2,0,39,4,47,21,6,9
55,1,38,1,1,1,4,0,39,5,47,20,6,11
45,1,39,1,1,1,8,5,39,4,47,20,6,14
62,1,39,1,1,1,2,0,39,4,47,21,6,13
59,1,40,1,1,1,2,0,39,5,47,20,6,12
47,1,40,1,1,1,3,0,39,5,47,20,6,12
34,1,41,1,1,1,4,1,39,4,47,21,6,14
55,2,42,4,4,1,3,0,39,5,48,1,6,13
61,2,46,1,1,1,2,0,39,5,47,21,6,16
35,1,47,4,4,1,4,2,39,4,48,15,6,12
32,2,47,5,4,1,4,2,39,4,48,15,6,12
58,2,48,4,2,1,2,0,39,4,50,15,6,9
33,2,48,4,4,1,4,2,39,5,48,15,6,12
50,2,48,4,4,1,3,0,39,5,48,15,6,7
31,1,48,1,1,1,3,1,39,4,47,20,6,14
54,2,48,1,1,1,2,0,39,4,48,15,6,14
38,1,49,1,1,1,4,2,39,4,47,21,6,13
36,1,49,1,1,1,4,2,39,4,47,16,6,13
40,1,50,1,1,1,2,0,39,5,47,20,6,9
61,1,50,1,1,1,3,0,39,5,47,20,6,12
60,2,50,1,1,1,2,0,39,4,48,1,6,14
28,2,51,1,1,1,5,2,39,4,50,15,6,6
53,1,54,1,1,1,3,0,39,4,47,20,6,14
47,1,54,1,1,1,3,0,39,5,47,20,6,14
38,2,56,4,1,1,5,2,39,4,48,16,6,12
56,1,4,1,1,6,2,0,40,5,48,15,6,15
30,1,13,1,1,6,2,0,40,4,47,20,6,11
66,1,16,1,1,6,1,0,40,5,47,20,6,3
57,1,28,1,1,6,2,0,40,5,48,15,6,16
46,1,35,1,1,6,2,0,40,4,49,13,6,7
25,1,40,1,1,6,1,0,40,4,49,5,6,12
29,1,45,1,1,6,4,2,40,4,47,20,6,11
46,1,50,4,4,6,11,0,40,5,48,15,6,13
59,1,12,1,1,4,3,0,40,4,47,16,6,11
54,2,12,1,1,4,1,0,40,4,48,2,6,11
71,1,16,1,1,4,1,0,40,4,47,20,6,13
56,2,26,1,1,4,2,0,40,4,50,15,6,4
46,2,36,5,2,4,3,1,40,4,50,15,6,7
28,1,31,1,3,2,2,1,40,4,47,20,6,6
38,1,47,1,1,2,2,0,40,4,48,15,6,14
35,1,1,1,1,1,3,1,40,4,47,20,6,12
58,2,1,1,1,1,2,0,40,5,48,15,6,9
38,1,2,1,1,1,3,1,40,5,48,21,6,14
56,1,4,1,1,1,2,0,40,4,49,6,6,14
41,1,5,1,1,1,4,2,40,4,49,6,6,11
56,2,6,4,1,1,2,0,40,4,47,16,6,13
59,1,6,4,1,1,2,0,40,4,47,21,6,13
59,1,6,1,1,1,3,0,40,5,47,21,6,15
51,2,16,1,1,1,2,0,40,4,47,16,6,13
53,2,17,1,1,1,3,0,40,4,49,1,6,15
30,1,17,4,4,1,3,1,40,4,48,15,6,9
48,1,19,1,1,1,2,0,40,4,47,20,6,16
24,2,19,1,1,1,5,3,40,4,50,15,6,11
38,1,19,1,1,1,7,5,40,4,48,1,6,11
56,2,20,1,1,1,3,1,40,4,48,15,6,12
70,2,20,1,1,1,2,0,40,5,47,21,6,13
60,1,21,1,1,1,2,0,40,4,49,6,6,11
46,1,21,1,1,1,3,1,40,4,47,16,6,15
22,1,22,1,1,1,2,0,40,4,47,21,6,11
49,1,23,1,1,1,2,0,40,5,47,20,6,15
37,2,25,1,1,1,4,1,40,4,47,16,6,14
55,1,26,1,1,1,3,0,40,4,47,20,6,15
53,1,26,1,1,1,3,1,40,4,47,20,6,15
44,1,27,1,1,1,5,3,40,4,47,16,6,14
61,1,30,1,1,1,2,0,40,3,48,14,6,14
50,1,35,1,1,1,4,2,40,4,47,1,6,14
33,2,37,4,4,1,3,1,40,4,48,15,6,12
73,1,39,1,1,1,2,0,40,5,47,20,6,11
34,1,39,1,1,1,4,2,40,5,47,20,6,13
35,1,45,1,1,1,2,0,40,4,49,6,6,11
49,1,51,1,1,1,3,0,40,4,47,1,6,12
53,2,51,1,1,1,3,0,40,4,47,17,6,12
62,1,51,1,1,1,3,0,40,4,47,20,6,15
45,2,54,1,1,1,3,1,40,5,48,15,6,16
59,1,55,1,1,1,2,0,40,4,47,16,6,15
49,2,55,1,1,1,4,2,40,4,48,15,6,11
35,1,56,1,1,1,7,4,40,5,47,20,6,11
26,1,32,1,1,6,3,0,41,4,47,20,6,15
29,2,12,1,1,4,3,2,41,4,48,15,6,14
43,1,18,1,1,3,1,0,41,4,47,16,6,12
43,1,39,1,1,2,1,0,41,4,47,16,6,14
48,1,50,1,1,2,6,3,41,4,48,15,6,13
38,1,1,1,2,1,4,2,41,4,47,20,6,15
27,1,6,1,1,1,3,1,41,4,47,20,6,12
40,1,6,4,4,1,3,1,41,5,47,16,6,14
44,1,6,1,1,1,3,1,41,5,48,15,6,15
29,1,31,1,1,1,2,0,41,4,47,20,6,14
51,1,31,1,1,1,4,2,41,4,47,1,6,15
57,2,36,1,1,1,2,0,41,4,49,6,6,15
43,2,41,1,1,1,4,1,41,4,48,17,6,16
29,1,46,1,1,1,4,1,41,4,47,20,6,13
55,1,48,1,1,1,2,0,41,5,47,16,6,13
32,1,48,1,1,1,4,2,41,4,47,20,6,13
53,1,48,1,1,1,3,0,41,5,48,15,6,16
40,2,48,4,4,1,6,3,41,5,48,15,6,15
61,1,48,1,1,1,2,0,41,4,49,6,6,15
24,1,49,1,1,1,3,1,41,4,48,15,6,12
42,1,49,1,1,1,5,3,41,4,47,20,6,13
60,2,51,4,1,1,2,0,41,4,48,15,6,14
42,1,55,1,1,1,5,2,41,4,47,1,6,14
40,1,56,1,1,1,3,1,41,4,47,20,6,14
27,1,19,1,1,6,2,1,42,4,47,20,6,9
34,1,19,1,1,6,3,1,42,4,47,16,6,12
28,1,34,4,4,6,4,0,42,4,48,15,6,14
37,1,36,1,1,6,2,0,42,4,48,15,6,9
56,2,42,1,1,6,1,0,42,4,50,15,6,9
30,2,42,1,1,6,2,0,42,4,47,17,6,12
37,1,16,1,1,4,5,2,42,4,47,20,6,12
34,2,2,1,4,1,5,2,42,4,48,15,6,14
56,2,5,1,4,1,6,4,42,4,47,21,6,8
52,1,8,1,2,1,2,0,42,4,49,6,6,15
64,2,12,1,1,1,2,0,42,4,49,6,6,12
24,2,12,1,1,1,2,0,42,5,48,15,6,14
55,1,12,1,1,1,2,0,42,4,48,1,6,12
22,2,13,1,2,1,4,2,42,5,47,20,6,14
64,1,13,1,1,1,2,0,42,4,49,6,6,14
44,1,16,1,1,1,3,0,42,4,49,6,6,14
41,1,17,1,1,1,2,0,42,4,48,15,6,14
62,1,18,1,1,1,2,0,42,4,49,1,6,14
48,1,37,1,1,1,3,1,42,5,47,20,6,15
30,1,41,1,1,1,2,0,42,4,49,16,6,15
41,2,48,1,1,1,3,0,42,4,50,15,6,15
59,2,54,1,1,1,2,0,42,5,48,15,6,14
32,1,55,1,1,1,2,0,42,5,47,16,6,13
55,2,4,1,1,6,1,0,43,4,49,1,6,14
31,1,6,1,1,6,1,0,43,4,49,16,6,16
30,1,11,4,1,6,2,0,43,4,49,6,6,16
48,1,11,1,1,6,2,0,43,4,49,1,6,16
37,2,11,1,1,6,1,0,43,4,49,1,6,15
25,1,11,1,1,6,2,0,43,4,49,1,6,15
26,1,11,1,1,6,2,0,43,4,49,9,6,13
24,1,11,1,1,6,2,0,43,4,49,2,6,15
53,1,13,1,1,6,1,0,43,4,47,17,6,12
28,1,18,1,1,6,1,0,43,4,49,1,6,9
28,2,24,1,2,6,2,0,43,4,49,6,6,16
37,1,27,1,1,6,1,0,43,4,48,11,6,13
34,2,30,1,1,6,1,0,43,4,49,6,6,11
40,1,36,1,4,6,2,0,43,4,49,3,6,16
26,1,37,1,1,6,2,0,43,4,49,2,6,13
41,2,47,1,2,6,1,0,43,4,49,1,6,15
32,2,47,1,1,6,1,0,43,4,48,15,6,1
35,2,48,4,4,6,2,1,43,4,48,11,6,8
51,2,6,1,1,4,2,0,43,4,48,1,6,10
54,2,6,4,4,4,2,0,43,4,48,11,6,11
42,1,36,4,2,4,1,0,43,5,48,15,6,4
29,1,49,1,1,4,2,0,43,4,49,5,6,14
30,1,9,3,4,2,1,0,43,4,48,15,6,14
